INSERT INTO BorrowDetails VALUES ('BR00001', 'BC00036', TO_DATE('2019-01-17', 'YYYY-MM-DD'), TO_DATE(' 2019-01-17', 'YYYY-MM-DD'), TO_DATE('2019-01-16', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00152', 'BC00374', TO_DATE('2024-01-29', 'YYYY-MM-DD'), TO_DATE('2024-02-12', 'YYYY-MM-DD'), TO_DATE('2024-02-27', 'YYYY-MM-DD'), 'LOST', 'LATERETURN', 'FN00164');
INSERT INTO BorrowDetails VALUES ('BR00153', 'BC00090', TO_DATE('2024-02-10', 'YYYY-MM-DD'), TO_DATE('2024-02-10', 'YYYY-MM-DD'), TO_DATE('2024-02-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00154', 'BC00023', TO_DATE('2024-02-24', 'YYYY-MM-DD'), TO_DATE('2024-02-24', 'YYYY-MM-DD'), TO_DATE('2024-02-23', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00154', 'BC00130', TO_DATE('2024-02-24', 'YYYY-MM-DD'), TO_DATE('2024-02-24', 'YYYY-MM-DD'), TO_DATE('2024-02-23', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00155', 'BC00463', TO_DATE('2024-03-28', 'YYYY-MM-DD'), TO_DATE('2024-03-28', 'YYYY-MM-DD'), TO_DATE('2024-03-25', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00155', 'BC00347', TO_DATE('2024-03-28', 'YYYY-MM-DD'), TO_DATE('2024-03-28', 'YYYY-MM-DD'), TO_DATE('2024-03-25', 'YYYY-MM-DD'), 'LIGHTDMG', 'RETURNED', 'FN00168');
INSERT INTO BorrowDetails VALUES ('BR00155', 'BC00215', TO_DATE('2024-03-28', 'YYYY-MM-DD'), TO_DATE('2024-03-28', 'YYYY-MM-DD'), TO_DATE('2024-03-25', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00156', 'BC00470', TO_DATE('2024-06-04', 'YYYY-MM-DD'), TO_DATE('2024-06-04', 'YYYY-MM-DD'), TO_DATE('2024-06-02', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00157', 'BC00087', TO_DATE('2024-06-09', 'YYYY-MM-DD'), TO_DATE('2024-06-09', 'YYYY-MM-DD'), TO_DATE('2024-06-04', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00158', 'BC00150', TO_DATE('2024-06-12', 'YYYY-MM-DD'), TO_DATE('2024-06-12', 'YYYY-MM-DD'), TO_DATE('2024-06-11', 'YYYY-MM-DD'), 'LIGHTDMG', 'RETURNED', 'FN00171');
INSERT INTO BorrowDetails VALUES ('BR00159', 'BC00451', TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-20', 'YYYY-MM-DD'), 'HEAVYDMG', 'RETURNED', 'FN00173');
INSERT INTO BorrowDetails VALUES ('BR00159', 'BC00058', TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00159', 'BC00323', TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00160', 'BC00330', TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00161', 'BC00475', TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-24', 'YYYY-MM-DD'), TO_DATE('2024-06-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00162', 'BC00083', TO_DATE('2024-06-26', 'YYYY-MM-DD'), TO_DATE('2024-06-26', 'YYYY-MM-DD'), TO_DATE('2024-06-26', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00162', 'BC00307', TO_DATE('2024-06-26', 'YYYY-MM-DD'), TO_DATE('2024-06-26', 'YYYY-MM-DD'), TO_DATE('2024-06-26', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00163', 'BC00220', TO_DATE('2024-06-30', 'YYYY-MM-DD'), TO_DATE('2024-06-30', 'YYYY-MM-DD'), TO_DATE('2024-06-27', 'YYYY-MM-DD'), 'LIGHTDMG', 'RETURNED', 'FN00174');
INSERT INTO BorrowDetails VALUES ('BR00164', 'BC00074', TO_DATE('2024-09-18', 'YYYY-MM-DD'), TO_DATE('2024-09-18', 'YYYY-MM-DD'), TO_DATE('2024-09-13', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00164', 'BC00002', TO_DATE('2024-09-18', 'YYYY-MM-DD'), TO_DATE('2024-09-18', 'YYYY-MM-DD'), TO_DATE('2024-09-13', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00165', 'BC00255', TO_DATE('2024-09-25', 'YYYY-MM-DD'), TO_DATE('2024-09-25', 'YYYY-MM-DD'), TO_DATE('2024-09-21', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00166', 'BC00360', TO_DATE('2024-10-02', 'YYYY-MM-DD'), TO_DATE('2024-10-02', 'YYYY-MM-DD'), TO_DATE('2024-10-02', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00167', 'BC00283', TO_DATE('2024-11-07', 'YYYY-MM-DD'), TO_DATE('2024-11-07', 'YYYY-MM-DD'), TO_DATE('2024-11-05', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00168', 'BC00200', TO_DATE('2024-11-22', 'YYYY-MM-DD'), TO_DATE('2024-11-22', 'YYYY-MM-DD'), TO_DATE('2024-11-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00168', 'BC00182', TO_DATE('2024-11-22', 'YYYY-MM-DD'), TO_DATE('2024-11-22', 'YYYY-MM-DD'), TO_DATE('2024-11-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00169', 'BC00390', TO_DATE('2025-01-10', 'YYYY-MM-DD'), TO_DATE('2025-01-10', 'YYYY-MM-DD'), TO_DATE('2025-01-25', 'YYYY-MM-DD'), 'LOST', 'LATERETURN', 'FN00189');
INSERT INTO BorrowDetails VALUES ('BR00170', 'BC00130', TO_DATE('2025-01-14', 'YYYY-MM-DD'), TO_DATE('2025-01-14', 'YYYY-MM-DD'), TO_DATE('2025-01-13', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00170', 'BC00251', TO_DATE('2025-01-14', 'YYYY-MM-DD'), TO_DATE('2025-01-14', 'YYYY-MM-DD'), TO_DATE('2025-01-13', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00171', 'BC00125', TO_DATE('2025-01-25', 'YYYY-MM-DD'), TO_DATE('2025-01-25', 'YYYY-MM-DD'), TO_DATE('2025-01-21', 'YYYY-MM-DD'), 'HEAVYDMG', 'RETURNED', 'FN00188');
INSERT INTO BorrowDetails VALUES ('BR00172', 'BC00140', TO_DATE('2025-03-02', 'YYYY-MM-DD'), TO_DATE('2025-03-02', 'YYYY-MM-DD'), TO_DATE('2025-03-02', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00173', 'BC00334', TO_DATE('2025-03-06', 'YYYY-MM-DD'), TO_DATE('2025-03-06', 'YYYY-MM-DD'), TO_DATE('2025-03-05', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00174', 'BC00051', TO_DATE('2025-03-20', 'YYYY-MM-DD'), TO_DATE('2025-03-20', 'YYYY-MM-DD'), TO_DATE('2025-03-18', 'YYYY-MM-DD'), 'LIGHTDMG', 'RETURNED', 'FN00194');
INSERT INTO BorrowDetails VALUES ('BR00175', 'BC00182', TO_DATE('2025-04-09', 'YYYY-MM-DD'), TO_DATE('2025-04-09', 'YYYY-MM-DD'), TO_DATE('2025-03-24', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00175', 'BC00123', TO_DATE('2025-04-09', 'YYYY-MM-DD'), TO_DATE('2025-04-09', 'YYYY-MM-DD'), TO_DATE('2025-03-24', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00176', 'BC00338', TO_DATE('2025-04-20', 'YYYY-MM-DD'), TO_DATE('2025-04-20', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00176', 'BC00033', TO_DATE('2025-04-20', 'YYYY-MM-DD'), TO_DATE('2025-04-20', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00176', 'BC00182', TO_DATE('2025-04-20', 'YYYY-MM-DD'), TO_DATE('2025-04-27', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00176', 'BC00071', TO_DATE('2025-04-20', 'YYYY-MM-DD'), TO_DATE('2025-04-20', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00176', 'BC00113', TO_DATE('2025-04-20', 'YYYY-MM-DD'), TO_DATE('2025-04-20', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00176', 'BC00415', TO_DATE('2025-04-20', 'YYYY-MM-DD'), TO_DATE('2025-04-20', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00177', 'BC00333', TO_DATE('2025-04-22', 'YYYY-MM-DD'), TO_DATE('2025-04-22', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00177', 'BC00417', TO_DATE('2025-04-22', 'YYYY-MM-DD'), TO_DATE('2025-04-22', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00178', 'BC00253', TO_DATE('2025-04-22', 'YYYY-MM-DD'), TO_DATE('2025-04-22', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00178', 'BC00150', TO_DATE('2025-04-22', 'YYYY-MM-DD'), TO_DATE('2025-04-22', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00179', 'BC00501', TO_DATE('2025-04-24', 'YYYY-MM-DD'), TO_DATE('2025-04-24', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00179', 'BC00015', TO_DATE('2025-04-25', 'YYYY-MM-DD'), TO_DATE('2025-04-25', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00180', 'BC00479', TO_DATE('2025-04-25', 'YYYY-MM-DD'), TO_DATE('2025-04-25', 'YYYY-MM-DD'), NULL, NULL, 'OVERDUE', NULL);
INSERT INTO BorrowDetails VALUES ('BR00181', 'BC00332', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00181', 'BC00086', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00181', 'BC00464', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00181', 'BC00459', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00181', 'BC00433', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00181', 'BC00375', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00181', 'BC00288', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00182', 'BC00208', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-05-13', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00182', 'BC00315', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00182', 'BC00309', TO_DATE('2025-04-29', 'YYYY-MM-DD'), TO_DATE('2025-04-29', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00183', 'BC00379', TO_DATE('2025-05-02', 'YYYY-MM-DD'), TO_DATE('2025-05-02', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00183', 'BC00281', TO_DATE('2025-05-02', 'YYYY-MM-DD'), TO_DATE('2025-05-02', 'YYYY-MM-DD'), NULL, NULL, 'BORROWED', NULL);
